# stem	genders(m,f,n)	kind — from Monier-Williams (CDSL), see scripts/import-mw.ts
आरण्य	m	noun,adj
आरण्यक	m,n	noun,adj
आरण्यककाण्ड	n	noun
आरण्यकगान	n	noun
आरण्यकाण्ड	n	noun
आरण्यकुक्कुट	m	noun
आरण्यगान	n	noun
आरण्यपर्वन्	n	noun
आरण्यपशु	m	noun
आरण्यमुद्गा	f	noun
आरण्यराशि	m	noun
आरण्योपल	m	noun
आरत	n	noun,adj
आरति	f	noun
आरद्ध	m	noun
आरद्धायनि	m	noun
आरद्वत्	m	noun
आरनाल	n	noun
आरनालक	n	noun
आरब	f,m	noun
आरब्ध	m	noun,adj
आरब्धव्य		adj
आरब्धि	f	noun
आरब्ययामिनी	f	noun
आरभट	m	noun
आरभटी	f	noun
आरभमाण		adj
आरभ्य		adj
आरभ्यमाण		adj
आरमण	n	noun
आरम्बण	n	noun
आरम्बणच्छेदन	m	noun
आरम्भ	m	noun
आरम्भक		adj
आरम्भण	n	noun
आरम्भणवत्		adj
आरम्भणीय		adj
आरम्भता	f	noun
आरम्भयज्ञ	m	noun
आरम्भरुचि		adj
आरम्भरुचिता	f	noun
आरम्भसिद्धि	f	noun
आरम्भित		adj
आरम्भिन्		adj
आरलु	m	noun
आरव	m	noun
आरवडिण्डिम	m	noun
आरस	m	noun
आरसित	n	noun
आरस्य	n	noun
आरा	f	noun
आराग	m	noun
आरागित		adj
आराग्र	n	noun,adj
आराग्रा	f	noun
आराज्ञक		adj
आराज्ञी	f	noun
आराड	m	noun
आराढि	m	noun
आराति	m	noun
आरातीय		adj
आरात्	m	noun
आरात्क		adj
आरात्तात्		ind
आरात्रिक	n	noun
आरात्रिविवासम्		ind
आरादुपकारक		adj
आराध	m	noun
आराधक		adj
आराधन	n	noun,adj
आराधनप्रकार	m	noun
आराधना	f	noun
आराधनीय		adj
आराधय		adj
आराधयितृ		adj
आराधयिष्णु		adj
आराधय्य	n	noun
आराधित		adj
आराध्य		adj
आराध्यकर्पूर	m	noun
आराध्यमान		adj
आराम	m	noun
आरामपरिग्रह	m	noun
आरामशीतला	f	noun
आरामाधिपति	m	noun
आरामिक	m	noun
आरामुख	n	noun
आराल		adj
आरालिक	m	noun
आरालित		adj
आराव	m,n	noun
आरावली	f	noun
आराविन्	m	noun,adj
आरास	m	noun
आरिंदमिक		adj
आरित		adj
आरित्रिक		adj
आरिप्सु		adj
आरिराधयिषु		adj
आरु	f,m	noun
आरुक	n	noun,adj
आरुज	m	noun,adj
आरुजत्नु		adj
आरुज्		adj
आरुण		adj
आरुणक		adj
आरुणकेतुक		adj
आरुणपराजिन्	m	noun
आरुणि	m	noun
आरुणिन्	m	noun
आरुणिहोतृ		adj
आरुणी	f	noun
आरुणीय		adj
आरुणीयोपनिषद्	f	noun
आरुणेय	m	noun,adj
आरुणेयपद	n	noun
आरुण्य	n	noun
आरुण्यक		adj
आरुत	n	noun
आरुपित		adj
आरुरुक्षु		adj
आरुषी	f	noun
आरुषीय		adj
आरुष्कर	n	noun
आरुह		adj
आरुह्	f	noun,adj
आरू	m	noun,adj
आरूढ	m,n	noun,adj
आरूढवत्		adj
आरूढि	f	noun
आरूप्य	n	noun
आरे		ind
आरेअघ		adj
आरेअवद्य		adj
आरेक	m	noun
आरेचित		adj
आरेचितभ्रू		adj
आरेचिन्		adj
आरेशत्रु		adj
आरेहण	n	noun
आरोक	m	noun
आरोग	m	noun
आरोग्य	n	noun,adj
आरोग्यचिन्तामणि	m	noun
आरोग्यता	f	noun
आरोग्यपञ्चक	n	noun
आरोग्यप्रतिपद्व्रत	n	noun
आरोग्यमाला	f	noun
आरोग्यवत्		adj
आरोग्यव्रत	n	noun
आरोग्यशाला	f	noun
आरोग्या	f	noun
आरोग्याम्बु	n	noun
आरोचन		adj
आरोढव्य		adj
आरोढृ	m	noun
आरोध	m	noun
आरोधन	n	noun
आरोप	m	noun
आरोपक		adj
आरोपण	n	noun
आरोपणीय		adj
आरोपित		adj
आरोप्य		adj
आरोप्यमाण		adj
आरोषित		adj
आरोह	m	noun
आरोहक	m	noun,adj
आरोहण	n	noun,adj
आरोहणवाह		adj
आरोहणिक		adj
आरोहणीय		adj
आरोहिन्		adj
आर्क	m	noun,adj
आर्कम्		ind
आर्कलूष	m	noun
आर्कलूषायण	m	noun
आर्कलूषायणि	f,m	noun
आर्कायण	m	noun,adj
आर्कि	m	noun
आर्क्ष	m	noun,adj
आर्क्षवर्ष	m	noun
आर्क्षोद		adj
आर्क्ष्य	f,m	noun
आर्गल	f,m	noun
आर्ग्वैदिक		adj
आर्घा	f	noun
आर्घ्य	n	noun,adj
आर्च		adj
आर्चत्क	m	noun
आर्चाभिन्	m	noun
आर्चायन	m	noun,adj
आर्चिक	n	noun,adj
आर्चीक	m	noun
आर्चीकपर्वत	m	noun
आर्जव	m,n	noun,adj
आर्जवक	m	noun,adj
आर्जविन्		adj
आर्जिक	f,m	noun
आर्जीक	m	noun,adj
आर्जीकीय	m	noun
आर्जीकीया	f	noun
आर्जुन	m	noun
आर्जुनायन	m	noun
आर्जुनायनक		adj
आर्जुनि	m	noun
आर्जुनेय	m	noun
आर्णव		adj
आर्त		adj
आर्तगल	m	noun
आर्ततर		adj
आर्तता	f	noun
आर्तन		adj
आर्तना	f	noun
आर्तनाद	m	noun
आर्तपर्ण	m	noun
आर्तबन्धु	m	noun
आर्तभाग	f,m	noun
आर्तभागीपुत्र	m	noun
आर्तव	m,n	noun,adj
आर्तवी	f	noun
आर्तायन	m	noun
आर्तायनि	m	noun
आर्ति	f	noun
आर्तिमत्	m	noun,adj
आर्तिहन्		adj
आर्त्नी	f	noun
आर्त्यपहरण	n	noun
आर्त्विजीन		adj
आर्त्विज्य	n	noun
आर्त्वेयी	f	noun
आर्त्व्य	m	noun
आर्थ		adj
आर्थत्व	n	noun
आर्थपत्य	n	noun
आर्थिक		adj
आर्द		adj
आर्द्ध	n	noun
आर्द्र	m,n	noun,adj
आर्द्रक	m,n	noun,adj
आर्द्रकाष्ठ	n	noun
आर्द्रज	n	noun
आर्द्रता	f,n	noun
आर्द्रदानु		adj
आर्द्रनयन		adj
आर्द्रपटी	f	noun
आर्द्रपत्त्रक	m	noun
आर्द्रपद		adj
आर्द्रपवि		adj
आर्द्रपवित्र		adj
आर्द्रभाव	m	noun
आर्द्रमञ्जरी	f	noun
आर्द्रमाषा	f	noun
आर्द्रमूल		adj
आर्द्रवस्त्रता	f	noun
आर्द्रवासस्		adj
आर्द्रशाक	n	noun
आर्द्रहस्त		adj
आर्द्रा	f	noun
आर्द्रानुलेपन		adj
आर्द्रालुब्धक	m	noun
आर्द्रैधाग्नि	m	noun
आर्द्र्य	n	noun
आर्धकंसिक		adj
आर्धकौडविक		adj
आर्धक्रोशिक		adj
आर्धद्रौणिक		adj
आर्धधातुक		adj
आर्धधातुकीय		adj
आर्धनारीश्वर	n	noun
आर्धप्रस्थिक		adj
आर्धमासिक		adj
आर्धरात्रिक	m	noun,adj
आर्धिक	m	noun,adj
आर्धुक		adj
आर्पयितृ	m	noun
आर्पित		adj
आर्बुदि	m	noun
आर्भव	m	noun,adj
आर्य	m	noun,adj
आर्यक	f,m,n	noun
आर्यकर्मन्		adj
आर्यकुमार	m	noun
आर्यकुल्या	f	noun
आर्यकृत		adj
आर्यगण	m	noun
आर्यगृह्य		adj
आर्यचेतस्		adj
आर्यजन	m	noun
आर्यजुष्ट		adj
आर्यता	f,n	noun
आर्यदुहितृ	f	noun
आर्यदेव	m	noun
आर्यदेश	m	noun
आर्यदेश्य		adj
आर्यधन	n	noun
आर्यधर्म	m	noun
आर्यनिवास	m	noun
आर्यपथ	m	noun
आर्यपाल	m	noun
आर्यपुत्र	m	noun
आर्यप्रवृत्त		adj
आर्यप्राय		adj
आर्यबल	m	noun
आर्यब्राह्मण	m	noun
आर्यभट	m	noun
आर्यभटीय	n	noun
आर्यभाव	m	noun
आर्यमण		adj
आर्यमणी	f	noun
आर्यमार्ग	m	noun
आर्यमार्गपुद्गलनायक	m	noun
आर्यमिश्र	m	noun,adj
आर्यम्ण	n	noun
आर्ययुवन्	m	noun
आर्यराज	m	noun
आर्यरूप	m	noun,adj
आर्यलिङ्गिन्		adj
आर्यव	n	noun
आर्यवज्र	m	noun
आर्यवर्मन्	m	noun
आर्यवाच्		adj
आर्यवृत्त	n	noun,adj
आर्यवेश		adj
आर्यव्रत		adj
आर्यशील		adj
आर्यशूर	m	noun
आर्यसंघ	m	noun
आर्यसत्य	n	noun
आर्यसमय	m	noun
आर्यसिंह	m	noun
आर्यसिद्धान्त	m	noun
आर्यसुत		adj
आर्यस्त्री	f	noun
आर्यस्थविर	m	noun
आर्यस्वामिन्	m	noun
आर्यहलम्		ind
आर्यहृद्य		adj
आर्या	f	noun
आर्यागम	m	noun
आर्यागीति	f	noun
आर्याचण्डीतीर्थ	n	noun
आर्याणक	m	noun
आर्यात्रिशती	f	noun
आर्याधिष्ठित		adj
आर्यापञ्चाशत्	f	noun
आर्यारामायण	n	noun
आर्यावर्त	m	noun
आर्याविलास	m	noun
आर्याष्टशत	n	noun
आर्याष्टाङ्गमार्ग	m	noun
आर्यासप्तशती	f	noun
आर्यिका	f	noun
आर्श		adj
आर्ष	m,n	noun,adj
आर्षंधर	n	noun
आर्षभ	m,n	noun,adj
आर्षभि	m	noun
आर्षभी	f	noun
आर्षभ्य		adj
आर्षिक्य	n	noun
आर्षिणेश्व	m	noun
आर्षी	f	noun
आर्षेय	m,n	noun,adj
आर्षेयब्राह्मण	n	noun
आर्षेयवत्		adj
आर्षोढा	f	noun
आर्ष्टिषेण	m	noun
आर्ष्यशृङ्ग	m	noun
आर्हत	m,n	noun,adj
आर्हन्त्य	n	noun
आर्हायण		adj
आल	m,n	noun,adj
आलंकारिक	m	noun
आलक्षण	n	noun
आलक्षि		adj
आलक्षित	n	noun,adj
आलक्ष्य		adj
आलग्न		adj
आलजाल	n	noun
आलजि		adj
आलपन	n	noun
आलपित	n	noun
आलपितव्य		adj
आलप्तक		adj
आलब्ध		adj
आलभ	m	noun
आलभन	n	noun
आलभ्य		adj
आलमर्थ्य	n	noun
आलम्ब	m	noun,adj
आलम्बन	n	noun
आलम्बनपरीक्षा		adj
आलम्बनवत्		adj
आलम्बम्		ind
आलम्बा	f	noun
आलम्बायन	m	noun,adj
आलम्बायनीपुत्र	m	noun
आलम्बायनीय		adj
आलम्बि	m	noun,adj
आलम्बित		adj
आलम्बिन्	m	noun,adj
आलम्बीपुत्र	m	noun
आलम्भ	m	noun
आलम्भन	n	noun
आलम्भनीय		adj
आलम्भिन्		adj
आलम्भ्य		adj
आलय	m	noun
आलर्क		adj
आलव	m	noun
आलवण्य	n	noun
आलवाल	m	noun
आलस		adj
आलसायन	m	noun
